movieId,avg_movie_rating,rating_count,rating_std
136,3.54902,102,1.322894
137,3.2854,226,1.181979
138,3.28467,137,1.23936
139,3.07317,41,0.952372
140,3.29381,5073,0.993008
141,3.51222,22020,0.971556
142,3.06098,41,1.235896
143,2.14286,14,1.460092
144,3.47714,4505,0.935491
145,3.25077,11975,0.97282
146,2.91207,580,1.095615
147,3.58293,4118,0.928384
148,2.88936,357,1.032994
149,3.69432,1091,0.966553
150,3.8686,47777,0.850971
151,3.53904,12616,0.937357
152,3.10445,651,1.171059
153,2.89473,32867,0.949923
154,3.80199,3010,0.923906
155,3.40792,1276,0.984957
156,3.52796,1663,0.960548
157,2.78467,2596,1.036172
158,2.932,12625,1.014075
159,3.41695,2366,0.860191
160,2.60474,14965,1.022128
161,3.7442,23628,0.822272
162,4.00992,5995,0.958138
163,3.44539,14321,0.944415
164,3.46359,4435,0.831464
165,3.48902,33940,0.88739
166,2.78769,650,1.305554
167,3.16456,79,1.148359
168,3.0847,12084,1.101227
169,2.28365,3358,1.163448
170,3.19759,7875,1.030526
171,3.60301,1427,0.988311
172,2.73261,12706,1.02874
173,2.53828,14993,1.031861
174,2.45598,2124,1.134633
175,3.5076,4801,1.081855
176,3.85463,2363,0.861692
177,2.88591,2314,1.033043
178,3.388,500,1.02203
179,2.75061,1229,1.038867
180,3.58726,8400,0.986094
181,1.929,2655,1.13797
182,3.09182,697,0.893482
183,3.36482,614,1.015203
184,3.10366,328,1.155992
185,3.11043,24618,0.954633
186,2.89173,11222,0.987081
187,3.45122,943,0.978135
188,3.34247,2498,1.015551
189,3.00149,336,0.866024
190,3.56615,960,1.135524
191,2.67608,1664,1.11942
192,3.02469,81,1.012118
193,2.23406,7464,1.184427
194,3.84967,5937,0.879114
195,3.08945,3242,0.903481
196,2.85027,13628,0.979901
197,3.06818,110,0.973213
198,3.4171,9143,0.971237
199,3.78364,1516,1.043298
200,2.83628,339,0.946285
201,3.0274,365,1.035398
202,2.98329,389,1.15337
203,3.14745,5429,1.091031
204,2.94913,8335,1.074216
205,3.51587,1355,0.909254
206,3.47832,1038,1.002534
207,3.37154,5414,1.046217
208,2.8521,27775,1.023504
209,2.83557,745,0.964147
210,2.889,482,0.963267
211,3.59585,579,0.866954
212,2.5783,447,1.114277
213,4.03846,1872,0.963034
214,4.04724,942,1.032752
215,3.83891,5348,0.959481
216,3.26021,8547,1.117055
217,2.73028,1014,1.023408
218,3.29343,4248,0.969998
219,3.6248,633,1.023954
220,2.40182,275,1.100513
222,3.5372,5968,0.880466
223,3.86955,23695,0.974657
224,3.44459,8581,0.949966
225,3.2883,12662,0.871664
226,2.83721,43,1.016067
227,3.06875,4640,0.893085
228,2.68737,475,1.074075
229,3.56281,2428,0.897089
230,3.59116,7284,0.874484
231,2.95247,32085,1.193118
232,4.03561,6150,0.850626
233,3.52372,3478,1.05026
234,2.67972,3269,1.067585
235,3.66365,16419,0.957759
236,3.31535,12215,0.911881
237,3.22454,6422,0.895811
238,3.16906,834,1.065762
239,3.05475,3178,1.030152
240,2.9098,837,0.941113
241,3.03203,562,1.06217
242,3.38662,1076,1.015767
243,2.53075,439,1.156513
244,2.3807,285,1.193356
245,2.97647,255,0.888152
246,4.0429,10432,0.944006
247,3.84045,7681,0.904936
248,3.02562,3161,0.930568
249,3.68212,4950,0.909311
250,2.98543,892,1.081583
251,3.05026,388,0.959476
252,3.2227,10074,0.876303
253,3.49664,27568,0.931632
254,2.89348,629,0.905014
255,2.2877,1081,1.101987
256,2.72821,9890,1.014404
257,3.41288,3811,0.853444
258,2.64678,1710,1.081294
259,3.07565,1996,0.843099
260,4.19067,54502,0.918522
261,3.62892,10367,0.968885
262,3.77603,4217,0.924409
263,3.73165,395,1.03499
264,3.34591,159,0.998337
265,3.92727,11975,0.955199
266,3.49626,16171,1.035413
267,2.87843,3792,1.112085
268,3.30701,728,0.899438
269,3.4775,600,0.900238
270,3.17376,1315,0.988151
271,3.33055,1257,0.932177
272,3.75175,7871,0.879992
273,3.13504,7424,0.948873
274,2.8713,1181,1.02177
275,2.72474,1564,1.007728
276,2.98626,5459,0.941877
277,3.42336,9140,1.05358
278,3.02161,1157,0.833168
279,3.69979,936,0.914319
280,3.72571,5104,0.8477
281,3.67048,3936,0.836677
282,3.42097,11249,0.987126
283,3.07974,232,1.012422
284,2.88889,36,1.287917
285,2.3314,86,1.364703
286,2.04128,109,1.192431
287,3.24468,329,1.076429
288,3.23035,23610,1.192219
289,3.34602,3192,0.87329
290,3.9953,4042,0.884077
291,2.27668,656,1.100682
292,3.41437,26246,0.866301
293,4.05057,25804,0.819044
294,3.17626,851,0.985817
295,2.79744,469,1.021936
296,4.17423,67310,0.976076
297,3.11466,266,1.09846
298,3.5041,244,0.864232
299,3.72887,2626,0.979592
300,3.66669,20601,0.810402
301,3.52772,469,0.877228
302,3.75,1564,0.951898
303,3.04017,6945,0.946913
304,3.1989,724,0.96183
305,2.70604,3429,1.041186
306,4.08956,7252,0.91965
307,3.99318,6676,0.945555
308,3.91325,5170,0.902249
309,3.63617,459,1.008955
310,2.76735,245,1.139346
311,2.66049,81,1.247064
312,2.62038,1325,1.140457
313,3.02387,1173,1.025208
314,3.84905,4124,0.929518
315,2.90205,11164,1.012957
316,3.35422,31799,0.937014
317,3.14608,16183,0.990115
318,4.44699,63366,0.717525
319,3.78447,7180,0.892246
320,3.24922,319,1.140227
321,3.76193,922,0.921745
322,3.69725,2986,0.899435
324,3.68657,469,0.95343
325,2.64624,1036,1.153694
326,4.08102,1333,0.941913
327,2.80633,7159,1.215914
328,3.15307,2427,1.077267
329,3.32963,26404,0.953306
330,2.80827,1536,1.061247
331,3.28533,559,0.897268
332,2.76091,2085,1.011347
333,3.34848,10962,1.067741
334,3.81929,1638,1.052243
335,3.26322,397,0.968237
336,2.85085,295,1.054529
337,3.75583,17881,0.868394
338,2.99473,4652,0.955033
339,3.50034,23214,0.919684
340,3.37526,1467,0.897614
341,3.59375,400,0.856545
342,3.50997,11690,1.011952
343,2.64615,934,1.147158
344,2.98234,38226,1.106229
345,3.64958,10312,1.018713
346,3.42914,1129,0.849922
347,3.41213,1542,1.049039
348,3.70073,8038,0.895801
349,3.66031,29571,0.812947
350,3.46741,15833,0.815394
351,3.30475,3667,0.912975
352,3.25987,1343,0.988498
353,3.51359,16524,1.000384
354,3.15764,1237,0.828673
355,2.43349,9939,0.988312
356,4.029,66172,0.948018
357,3.65111,27699,0.923324
358,3.24945,2273,0.981578
359,3.29242,277,0.961796
360,2.7337,2101,0.948998
361,3.33807,4993,0.834254
362,3.39717,7629,0.962871
363,3.99378,643,0.924296
364,3.77909,38991,0.930331
365,3.17699,1825,0.918061
366,2.95624,2628,1.07059
367,3.17472,34384,0.979632
368,3.41074,17062,0.891679
369,3.31518,1120,0.905372
370,2.95551,14261,1.040654
371,3.25864,4313,0.780196
372,3.25206,8010,0.907413
373,3.78197,3527,0.812172
374,2.42477,4965,1.015508
375,3.27165,254,0.884106
376,3.28161,11294,0.851166
377,3.4932,41562,0.936198
378,3.12703,2342,0.854533
379,2.72358,5470,1.008744
380,3.49115,43159,0.931578
381,3.40426,4925,0.951036
382,3.03562,5419,0.881198
383,3.19532,5025,0.899679
384,2.97601,771,0.942025
385,3.57031,128,0.817463
386,2.81933,357,1.058137
387,2.66619,701,0.993471
388,3.55445,551,0.957617
389,3.48756,201,1.056454
390,3.43059,814,1.130114
391,3.15808,427,0.964243
392,3.31273,275,1.156709
393,1.86722,2041,0.99669
394,3.33333,132,1.173282
395,3.07692,13,1.151921
396,2.5,26,0.824621
397,2.18478,92,1.221864
398,3.38235,51,1.061076
399,2.25,10,1.230402
400,2.51786,28,1.301581
401,3.23684,19,1.058936
402,2.925,60,1.271676
403,1.84615,13,1.179418
404,3.2963,81,1.303308
405,2.45006,3554,1.148536
406,3.08333,66,0.905468
407,3.145,1800,1.122476
408,3.2385,652,1.08768
409,3.0232,431,0.908958
410,2.99208,18618,0.921769
411,2.77434,113,1.276489
412,3.56824,4521,0.917227
413,2.79828,6105,0.97967
414,2.6237,865,0.911135
415,2.81971,3217,0.87441
416,2.70547,1774,0.962306
417,3.51621,3301,0.971937
418,2.70584,685,1.095897
419,2.49295,4542,1.017711
420,2.74987,14934,0.985612
421,3.30835,1748,1.026634
422,3.24115,1412,0.765642
423,3.00803,2304,0.897868
424,2.71429,742,0.886568
425,3.47959,882,0.888272
426,3.11346,3314,0.936215
427,2.54109,3407,1.13946
428,3.81958,4919,0.770692
429,2.36042,1483,1.129176
430,2.32738,252,0.917386
431,3.69506,8946,0.834594
432,2.73547,12819,0.933608
433,2.92391,1242,0.886854
434,3.05734,24940,0.921843
435,2.59356,13911,0.990192
436,2.60734,1239,1.031305
437,2.61608,1835,0.944991
438,2.71205,1054,0.970288
439,2.56604,53,1.172759
440,3.60398,19297,0.804721
441,3.68525,8035,0.960607
442,3.04362,18307,0.984375
443,3.34838,587,1.14033
444,2.42263,1299,1.052356
445,2.88642,1893,1.00595
446,3.89379,3752,0.938729
447,2.50673,223,0.947353
448,3.56123,3013,0.892635
449,3.47368,684,1.100729
450,3.35979,2967,0.947754
451,3.06368,636,0.92146
452,3.56022,1204,0.825802
453,3.11063,931,0.823123
454,3.49539,25689,0.809454
455,2.62345,8453,1.019389
456,3.84157,931,0.82916
457,3.98569,49581,0.772525
458,3.16129,1054,0.897702
459,2.77108,1103,0.919613
460,2.43428,913,1.02253
461,3.34569,904,1.050087
462,2.61576,203,1.036534
463,2.8,410,0.969712
464,2.92315,3149,0.942418
465,3.26763,723,0.984269
466,2.9145,13521,1.010033
467,3.38327,741,1.272183
468,3.31829,7347,0.897134
469,3.27287,1279,1.037546
470,2.13931,463,1.113927
471,3.66418,11268,0.931356
472,2.88919,731,0.92494
473,2.30718,1364,1.091147
474,3.73251,18836,0.74799
475,3.9253,9083,0.80498
476,3.01528,229,0.973771
477,3.54929,4534,0.859182
478,2.4278,277,0.913974
479,2.92073,1230,0.901369
480,3.66474,59715,0.927818
481,3.33377,5360,0.913081
482,3.4317,2716,0.971335
483,3.79046,587,0.908085
484,2.80043,704,1.145968
485,2.77874,13577,0.977854
486,2.68023,602,0.948503
487,2.61951,615,1.002412
488,3.40789,532,0.939795
489,2.76863,3032,0.880607
490,3.3553,3210,0.845134
491,3.41442,5457,0.866928
492,3.65244,3116,0.849812
493,3.61354,3699,0.937589
494,3.36144,12190,0.919184
495,3.45023,653,1.078323
496,3.28935,413,1.188714
497,3.89419,14214,0.90706
498,2.80291,378,0.998097
499,2.76361,404,0.874473
500,3.38627,34392,0.950245
501,3.83131,1897,1.065997
502,2.28405,3642,1.053877
503,3.1,140,1.068179
504,2.97183,1136,0.949193
505,2.5379,1293,0.989747
506,3.48622,1343,1.062676
507,3.51052,3233,0.8648
508,3.815,19489,0.873334
509,3.68995,17068,1.053533
510,2.74289,879,0.937022
511,3.14715,1665,0.954949
512,2.91889,1239,1.029295
513,2.93619,572,1.033943
514,3.45973,4681,0.878781
515,3.90503,10661,0.897285
516,3.08817,3431,0.896312
517,3.13377,3450,0.881088
518,2.69435,1222,1.036038
519,2.1969,4812,1.015642
520,3.04017,14439,1.034376
521,3.32654,2185,0.932659
522,3.5538,1264,0.892629
523,3.65011,926,0.935565
524,3.53814,7630,0.969309
525,3.38081,172,0.969737
526,3.18077,130,1.186167
527,4.31018,50054,0.825421
528,2.78751,913,0.885605
529,3.85076,10952,0.817008
530,3.10938,32,0.948125
531,3.53908,7459,0.959131
532,3.05714,5968,1.073432
533,2.93312,3865,0.919011
534,3.89341,4869,0.885399
535,3.77789,5576,0.945574
536,3.27965,742,0.902256
537,3.16147,3431,0.900687
538,3.71045,5101,0.906765
539,3.51842,28805,0.959868
540,2.71677,4943,0.944748
541,4.13371,30526,0.886065
542,2.86437,3491,1.099039
543,3.23635,12348,1.003717
544,2.92781,2168,0.883357
545,2.58,50,1.016998
546,2.08039,5554,1.079277
547,2.81908,807,1.002841
548,2.914,2843,0.888333
549,3.89138,1450,0.998841
550,3.08197,3373,0.980774
551,3.73185,20509,0.970505
552,3.2163,12901,0.913026
553,3.6975,15157,0.921182
554,3.06977,516,0.904668
555,3.80837,15360,0.892933
556,3.9758,1219,0.820277
558,2.76261,1428,1.07041
559,2.89362,47,1.215552
560,3.0641,39,0.85977
561,3.46861,223,1.03819
562,3.78538,6197,0.972637
563,3.42836,342,0.949602
564,2.34451,328,0.954741
565,3.18559,687,1.039726
566,2.79333,150,0.861532
567,3.34028,360,0.9383
568,3.57712,389,0.861081
569,2.94351,1673,0.8952
570,3.47273,220,1.033318
571,3.61576,203,0.924179
572,2.71429,35,1.016668
573,3.43659,205,1.080522
574,3.30827,1390,1.008301
575,2.99393,2553,1.031661
576,2.48,25,1.065364
577,2.83036,616,1.072587
579,2.97368,38,0.979157
580,3.07645,569,0.932043
581,3.99018,1883,0.901813
582,3.37786,131,1.09209
583,3.50996,251,1.164861
584,3.03704,27,1.027749
585,2.66215,9713,1.106467
586,3.08666,28348,1.004328
587,3.44386,29488,0.986201
588,3.68087,41842,0.912677
589,3.93195,52244,0.903087
590,3.72847,44208,0.960581
591,2.01667,30,1.133223
592,3.40236,46054,0.83375
593,4.17706,63299,0.842421
594,3.61049,17766,0.968011
595,3.6733,35138,0.979678
596,3.49969,12782,0.999217
597,3.42043,33900,0.974559
598,3.57407,135,0.964904
599,4.00473,3174,0.896808
600,3.0,305,1.08897
601,3.39823,113,1.328196
602,4.01029,340,1.068059
603,2.96839,601,0.991547
604,1.91667,6,1.62532
605,3.29535,3396,0.935043
606,2.57299,1514,1.118754
607,2.58333,18,1.032558
608,4.11236,43272,0.92009
609,3.00206,2430,1.078532
610,3.37973,7845,1.065025
611,2.51273,1767,1.172414
612,2.7169,1609,1.039129
613,3.6284,2430,0.978871
614,3.12883,163,1.19359
615,3.85636,637,1.036751
616,3.37627,7892,0.939692
617,3.6021,524,1.003138
618,2.76528,360,1.164608
619,2.59664,714,1.224649
620,3.41429,35,1.018113
621,3.60758,330,0.950813
623,3.08571,35,1.153548
624,2.67021,47,0.916495
625,3.26,25,0.914239
626,2.87876,631,1.210716
627,3.54774,1833,0.969956
628,3.75853,11169,0.838459
629,3.10417,24,1.293623
630,3.33408,223,1.126785
631,2.72731,2193,1.185745
632,3.91813,342,1.041947
633,3.37351,336,1.10747
634,2.32036,334,1.221334
635,3.64545,1100,0.898501
636,2.9,35,1.370916
637,2.83846,5791,1.017135
638,3.28485,581,0.985767
639,2.92241,1147,1.054821
640,2.9705,3136,0.943038
641,2.4625,80,1.244672
642,1.95455,11,1.059588
643,2.21739,23,1.074774
644,2.14286,14,1.081818
645,3.62583,302,0.966582
647,3.54941,7893,0.847407
648,3.3886,37127,0.88992
649,3.73723,137,0.975962
650,3.46564,1368,0.966856
651,2.54545,44,1.233346
652,3.03289,76,1.117544
653,3.21685,14192,0.977529
654,2.79412,17,1.414863
655,2.22222,18,1.297307
656,2.89232,1198,1.10747
657,2.51389,36,1.204077
658,3.0,49,1.443376
659,3.69861,433,1.036843
660,3.025,120,1.31067
661,3.31492,10228,0.984312
662,3.24803,2792,0.999192
663,3.36144,3327,1.043495
664,3.05124,322,1.114063
665,3.96472,1148,1.034632
666,3.46951,164,0.931216
667,2.53817,1061,1.179104
668,4.13995,761,1.074431
670,4.12484,765,1.179187
671,3.67694,6361,1.067097
672,2.48148,27,1.220667
673,2.71342,9917,1.109979
674,2.96987,3286,1.087709
675,2.14286,28,0.960875
676,2.55357,28,1.157418
678,4.09339,2677,0.845314
679,3.36082,97,1.055102
680,3.55776,1108,1.100958
681,3.58084,334,1.080565
682,3.19531,64,0.966162
683,2.67143,35,1.344613
684,2.54762,21,1.035673
685,3.53451,536,1.062189
687,2.995,100,0.988558
688,2.5999,2963,1.06355
690,3.31707,82,1.118068
691,3.05546,1172,1.064486
692,2.34457,920,1.192684
693,2.96296,27,1.239773
694,3.00435,2759,1.000262
695,3.18455,848,0.964768
696,3.17521,117,1.093311
697,2.78546,1142,1.025075
698,2.78716,148,1.08811
699,2.20588,17,1.186629
700,3.25904,1245,0.976085
701,3.1701,97,1.326584
702,3.75472,371,1.082014
703,2.87395,357,1.154288
704,2.82988,1784,1.083739
705,3.50814,430,0.955565
706,3.13546,251,1.175405
707,3.07143,4627,0.882792
708,3.40503,15263,0.908978
709,3.28552,2597,0.915442
710,2.74139,1249,1.083261
711,2.65401,2120,1.122292
712,3.50829,181,1.162463
713,3.46296,135,1.242334
714,3.90475,3307,1.041776
715,3.5627,614,0.987967
716,2.95349,301,1.304925
717,3.22222,90,1.081279
718,3.43355,903,1.112075
719,2.96921,7664,0.97524
720,4.10947,8171,1.011399
721,3.0,18,1.20049
722,3.61615,353,1.026963
723,3.06061,33,1.080781
724,3.06969,8538,0.990557
725,2.8055,1563,0.97844
726,3.14179,536,0.993177
727,3.18,25,1.391043
728,3.81636,3545,0.929127
729,3.40291,103,1.380995
730,3.05714,70,1.350102
731,2.92623,854,0.994918
732,2.80556,234,1.259134
733,3.67954,31353,0.915161
734,2.58475,59,1.091316
735,3.50624,1122,1.169969
736,3.19625,32446,1.00301
737,2.12237,4519,1.148582
738,3.125,24,1.144457
739,2.04167,12,0.964326
741,3.94464,7072,0.901026
742,2.73534,1859,1.104665
743,2.73814,6112,1.051539
744,2.97297,37,1.285312
745,4.16732,12073,0.904485
746,3.77564,312,0.992407
747,2.33256,1084,1.314161
748,3.17096,5279,0.943904
749,2.71429,42,1.210437
750,4.24729,23220,0.863693
751,3.52244,156,1.249959
752,2.82927,41,1.26792
753,3.29423,520,1.001908
754,2.91967,361,1.143424
755,3.37829,152,1.059484
756,3.18142,113,1.11616
757,3.65509,216,1.035541
758,2.96,25,1.398809
759,3.85904,376,1.053286
760,3.66257,895,0.904312
761,2.82269,3711,0.995587
762,2.40972,9526,1.094552
763,3.02727,55,1.172281
764,3.36788,579,0.954087
765,3.04728,4812,1.032369
766,3.45308,1801,0.956784
767,3.54276,304,1.100471
768,3.0,34,1.296849
769,3.56934,137,0.974269
770,2.55556,27,1.416478
771,3.36129,155,1.353849
772,2.89706,34,1.34716
773,3.29167,36,1.267027
774,2.67143,35,1.28305
775,2.9058,138,1.159774
776,2.89362,47,1.306073
777,2.84483,29,1.102784
778,4.01123,23589,0.890809
779,2.84712,520,1.135006
780,3.37096,47048,1.059615
781,3.4253,1988,0.9761
782,2.87737,2748,0.933768
783,3.25484,10389,1.059823
784,2.70276,14379,1.04867
785,3.28522,10746,1.042369
786,3.14822,16135,0.985965
787,3.75843,89,1.310171
788,2.88271,18799,1.075171
789,3.03191,47,1.316304
790,3.50952,105,1.284113
791,3.61504,113,1.351271
792,2.97917,48,1.207064
793,3.22881,118,1.43319
794,3.36765,102,1.291492
795,3.20283,106,1.072998
796,2.94048,42,1.215762
797,3.36404,114,1.365318
798,2.82395,3056,0.995865
799,3.37246,6151,0.928649
800,4.0749,7196,0.88949
801,3.0181,1630,1.043032
802,3.49051,12539,0.97512
803,3.57155,587,0.97756
804,3.08408,2236,0.947667
805,3.7028,11684,0.900831
806,3.15986,563,1.046187
807,3.25481,208,1.231619
808,3.225,820,1.088702
809,2.87347,1387,1.041714
810,1.82758,1882,1.153387
812,2.41429,35,1.257248
813,2.76049,453,1.065616
814,3.13636,11,0.839372
815,2.01786,28,1.092755
816,3.20548,73,1.464477
818,2.62592,2847,1.131173
819,3.4386,57,1.333196
820,2.78333,60,1.418302
821,2.98936,47,1.44647
822,3.2,35,1.510746
823,3.3125,96,1.133811
824,3.81297,401,0.986119
825,2.66667,21,1.248332
826,2.25,24,1.383128
827,3.13438,160,1.29309
828,3.16889,1498,1.094948
829,2.67655,1821,1.190966
830,3.09036,6585,1.054898
831,3.53167,221,1.025312
832,3.45794,14347,0.905756
833,2.726,1427,1.147552
834,2.64532,203,1.410644
835,3.17687,947,0.878221
836,2.90772,4860,0.976453
837,3.43068,5294,0.976201
838,3.79611,7938,0.941079
839,2.73218,3984,1.164128
840,2.7024,667,1.130837
841,3.68845,459,1.069576
842,2.76688,2014,1.152828
843,3.32759,58,1.634474
844,3.7426,169,1.156126
845,3.41667,72,1.272682
846,3.49383,405,1.027149
847,2.84649,114,1.131072
848,3.66974,2062,0.973843
849,2.73281,8026,1.04924
850,3.53137,255,1.131595
851,3.50278,1617,0.941756
852,3.1883,10547,0.939424
853,3.28125,112,1.209537
854,3.6881,210,1.281671
855,2.81429,35,1.485646
856,3.38793,58,1.284329
857,3.25556,45,1.572571
858,4.36473,41355,0.839877
859,2.33333,15,1.496026
860,3.52762,362,1.066648
861,3.45093,2527,0.977157
862,3.61188,362,0.987062
864,3.30588,85,1.251414
865,3.31,100,0.96865
866,3.7325,6230,0.943582
867,2.34925,335,1.190201
868,3.14368,87,0.964208
869,3.09507,568,1.030715
870,2.24409,465,1.185896
871,3.225,60,1.519436
872,3.47541,61,1.314744
873,2.96341,41,1.678505
874,3.07534,73,1.138564
875,3.42366,524,0.975754
876,2.675,300,1.185986
877,3.2006,167,1.112714
878,2.78571,28,1.44932
879,2.82386,2200,1.040122
880,2.47786,5420,1.058568
881,2.84824,1107,1.146977
882,3.00244,820,1.023231
884,3.31481,54,1.332809
885,2.66509,633,1.145988
886,3.08022,1658,1.023069
887,2.87838,37,1.180898
888,2.30903,720,1.211323
889,3.40336,119,1.428044
890,2.98276,29,1.097747
891,2.59256,1988,1.245317
892,3.7281,1370,0.948633
893,3.66182,584,0.978288
894,2.625,28,1.143622
895,2.95902,61,1.364109
896,3.68163,490,1.029061
897,3.65706,885,0.906343
898,4.17143,6583,0.863328
899,4.08088,10219,0.955811
900,3.80679,3033,0.924202
901,3.61772,1546,0.967957
902,3.85356,9499,0.926085
903,4.14801,14094,0.800941
904,4.27133,17449,0.752636
905,4.17005,4184,0.797102
906,4.03403,2057,0.77617
907,3.9304,898,0.898035
908,4.23354,15627,0.752293
909,4.04615,5125,0.8157
910,4.08268,10922,0.874029
911,4.06992,4062,0.776033
912,4.25833,24349,0.86338
913,4.18721,12144,0.815754
914,3.91125,9707,0.955252
915,3.90754,5029,0.868548
916,4.08187,5961,0.810072
917,3.61181,1118,0.948317
918,3.73791,1820,0.981266
919,3.98168,23445,0.950542
920,3.82186,14396,1.080742
921,3.78604,2442,0.876184
922,4.25693,6525,0.831993
923,4.13044,17774,0.968729
924,3.95575,25253,1.050405
925,3.51064,94,0.90393
926,4.2041,4826,0.850475
927,3.96136,880,0.957389
928,4.11597,4652,0.784674
929,3.85563,942,0.786689
930,4.19779,4932,0.759354
931,3.91446,2268,0.790578
932,3.82681,2122,0.923807
933,4.02916,4699,0.739479
934,3.46398,3970,0.93568
935,3.76433,628,1.019054
936,4.01028,1410,0.843335
937,3.67951,493,0.950356
938,3.61166,1724,1.027271
939,3.30097,103,1.101113
940,3.89564,3876,0.903047
941,3.5801,955,0.894674
942,4.11132,2641,0.772827
943,3.80936,1710,0.832295
944,3.82288,1084,0.880167
945,4.05802,2120,0.865375
946,3.96226,1391,0.880348
947,4.06814,1739,0.806752
948,3.74302,1683,0.862967
949,3.9235,2157,0.860081
950,4.18419,3358,0.783797
951,4.153,3902,0.819082
952,3.48529,2482,0.868225
953,4.06429,14084,0.96493
954,4.03265,5712,0.852927
955,4.0611,4427,0.9123
956,3.48485,363,0.990517
957,3.23291,234,1.12627
958,3.16489,94,0.837265
959,3.71883,393,0.947177
960,3.50915,164,0.989938
961,3.35913,252,1.013355
962,3.39048,105,0.973151
963,3.5671,544,0.979816
964,3.41056,341,0.956436
965,4.00331,3624,0.815757
966,3.50806,124,0.993851
967,2.78846,156,1.025542
968,3.63383,8029,1.079457
969,4.10156,10526,0.851933
970,3.53599,389,0.940903
971,3.9485,2874,0.837861
972,3.1453,117,0.866174
973,3.8535,942,0.859889
974,3.40441,136,0.897558
975,2.89583,24,1.197635
976,3.53432,437,0.947577
